job_id,consum_id,quantity_used
JB_ID11486,C_ID1042,6
JB_ID11488,C_ID1029,6
JB_ID11499,C_ID1025,2
JB_ID10023,C_ID1004,3
JB_ID10025,C_ID1045,4
JB_ID10034,C_ID1038,6
JB_ID10038,C_ID1006,4
JB_ID10048,C_ID1020,7
JB_ID10050,C_ID1042,3
JB_ID10053,C_ID1035,6
JB_ID10055,C_ID1040,7
JB_ID10134,C_ID1034,6
JB_ID10155,C_ID1031,1
JB_ID10161,C_ID1013,1
JB_ID10173,C_ID1020,5
JB_ID10174,C_ID1014,4
JB_ID10182,C_ID1003,2
JB_ID10204,C_ID1018,2
JB_ID10234,C_ID1017,6
JB_ID10310,C_ID1028,6
JB_ID10353,C_ID1007,3
JB_ID10383,C_ID1009,3
JB_ID10419,C_ID1030,4
JB_ID10460,C_ID1039,1
JB_ID10472,C_ID1006,4
JB_ID10476,C_ID1035,3
JB_ID10484,C_ID1014,7
JB_ID10502,C_ID1017,5
JB_ID10511,C_ID1017,5
JB_ID10542,C_ID1037,3
JB_ID10566,C_ID1032,1
JB_ID10575,C_ID1013,2
JB_ID10579,C_ID1041,3
JB_ID10593,C_ID1022,7
JB_ID10596,C_ID1026,5
JB_ID10601,C_ID1020,7
JB_ID10629,C_ID1005,2
JB_ID10634,C_ID1014,4
JB_ID10663,C_ID1051,1
JB_ID10726,C_ID1035,3
JB_ID10748,C_ID1015,1
JB_ID10760,C_ID1009,3
JB_ID10783,C_ID1005,1
JB_ID10788,C_ID1030,1
JB_ID10799,C_ID1011,6
JB_ID10841,C_ID1037,5
JB_ID10844,C_ID1051,4
JB_ID10853,C_ID1010,1
JB_ID10898,C_ID1034,1
JB_ID10903,C_ID1018,6
JB_ID10928,C_ID1039,5
JB_ID10973,C_ID1049,1
JB_ID10981,C_ID1027,7
JB_ID11046,C_ID1047,5
JB_ID11052,C_ID1018,6
JB_ID11053,C_ID1013,6
JB_ID11068,C_ID1039,7
JB_ID11069,C_ID1036,7
JB_ID11070,C_ID1041,4
JB_ID11119,C_ID1020,4
JB_ID11130,C_ID1035,5
JB_ID11135,C_ID1018,6
JB_ID11149,C_ID1010,1
JB_ID11158,C_ID1045,3
JB_ID11180,C_ID1043,1
JB_ID11190,C_ID1043,6
JB_ID11204,C_ID1041,1
JB_ID11239,C_ID1003,2
JB_ID11281,C_ID1029,6
JB_ID11289,C_ID1009,5
JB_ID11298,C_ID1012,2
JB_ID11336,C_ID1007,6
JB_ID11395,C_ID1024,4
JB_ID11430,C_ID1025,5
JB_ID11459,C_ID1026,6
JB_ID10013,C_ID1032,5
JB_ID10018,C_ID1042,2
JB_ID10041,C_ID1048,7
JB_ID10066,C_ID1008,7
JB_ID10074,C_ID1044,2
JB_ID10085,C_ID1040,2
JB_ID10097,C_ID1031,1
JB_ID10099,C_ID1019,3
JB_ID10100,C_ID1038,5
JB_ID10104,C_ID1018,2
JB_ID10144,C_ID1021,4
JB_ID10151,C_ID1006,4
JB_ID10160,C_ID1004,3
JB_ID10169,C_ID1033,3
JB_ID10178,C_ID1045,5
JB_ID10181,C_ID1026,1
JB_ID10194,C_ID1011,2
JB_ID10205,C_ID1045,6
JB_ID10208,C_ID1025,1
JB_ID10219,C_ID1050,4
JB_ID10226,C_ID1034,5
JB_ID10235,C_ID1038,4
JB_ID10243,C_ID1011,5
JB_ID10250,C_ID1014,3
JB_ID10277,C_ID1036,6
JB_ID10293,C_ID1035,1
JB_ID10319,C_ID1024,2
JB_ID10320,C_ID1002,1
JB_ID10330,C_ID1039,5
JB_ID10335,C_ID1040,4
JB_ID10340,C_ID1041,1
JB_ID10341,C_ID1045,7
JB_ID10346,C_ID1019,4
JB_ID10354,C_ID1036,2
JB_ID10358,C_ID1008,7
JB_ID10369,C_ID1039,6
JB_ID10382,C_ID1046,1
JB_ID10413,C_ID1026,6
JB_ID10435,C_ID1022,7
JB_ID10451,C_ID1047,2
JB_ID10457,C_ID1028,6
JB_ID10458,C_ID1048,5
JB_ID10464,C_ID1015,1
JB_ID10482,C_ID1002,5
JB_ID10489,C_ID1048,7
JB_ID10490,C_ID1036,4
JB_ID10496,C_ID1024,2
JB_ID10501,C_ID1050,3
JB_ID10508,C_ID1011,6
JB_ID10521,C_ID1009,1
JB_ID10526,C_ID1007,7
JB_ID10539,C_ID1005,3
JB_ID10543,C_ID1050,5
JB_ID10547,C_ID1013,2
JB_ID10557,C_ID1040,6
JB_ID10578,C_ID1035,7
JB_ID10580,C_ID1004,3
JB_ID10589,C_ID1014,7
JB_ID10594,C_ID1014,7
JB_ID10603,C_ID1042,3
JB_ID10608,C_ID1022,4
JB_ID10617,C_ID1047,1
JB_ID10623,C_ID1025,1
JB_ID10625,C_ID1038,2
JB_ID10626,C_ID1034,6
JB_ID10635,C_ID1004,1
JB_ID10650,C_ID1042,4
JB_ID10653,C_ID1033,6
JB_ID10656,C_ID1005,4
JB_ID10667,C_ID1028,7
JB_ID10670,C_ID1030,3
JB_ID10677,C_ID1019,4
JB_ID10686,C_ID1030,6
JB_ID10695,C_ID1049,5
JB_ID10701,C_ID1023,4
JB_ID10704,C_ID1032,1
JB_ID10725,C_ID1020,1
JB_ID10741,C_ID1031,1
JB_ID10745,C_ID1014,3
JB_ID10771,C_ID1048,7
JB_ID10773,C_ID1007,6
JB_ID10785,C_ID1015,1
JB_ID10791,C_ID1020,6
JB_ID10793,C_ID1020,6
JB_ID10811,C_ID1025,4
JB_ID10816,C_ID1031,1
JB_ID10836,C_ID1021,5
JB_ID10855,C_ID1033,7
JB_ID10863,C_ID1008,1
JB_ID10873,C_ID1041,7
JB_ID10881,C_ID1043,7
JB_ID10914,C_ID1035,7
JB_ID10920,C_ID1031,1
JB_ID10929,C_ID1030,2
JB_ID10936,C_ID1013,2
JB_ID10944,C_ID1012,2
JB_ID10948,C_ID1036,7
JB_ID10952,C_ID1043,1
JB_ID10958,C_ID1025,3
JB_ID10962,C_ID1047,6
JB_ID10963,C_ID1003,2
JB_ID10968,C_ID1039,2
JB_ID10980,C_ID1013,3
JB_ID10995,C_ID1006,3
JB_ID11012,C_ID1046,1
JB_ID11024,C_ID1003,3
JB_ID11054,C_ID1031,1
JB_ID11060,C_ID1029,5
JB_ID11079,C_ID1040,3
JB_ID11101,C_ID1024,7
JB_ID11120,C_ID1029,7
JB_ID11148,C_ID1038,6
JB_ID11150,C_ID1038,1
JB_ID11189,C_ID1011,2
JB_ID11191,C_ID1037,4
JB_ID11196,C_ID1045,4
JB_ID11197,C_ID1019,4
JB_ID11202,C_ID1019,3
JB_ID11203,C_ID1020,3
JB_ID11206,C_ID1008,3
JB_ID11214,C_ID1051,5
JB_ID11222,C_ID1015,1
JB_ID11237,C_ID1026,1
JB_ID11254,C_ID1032,7
JB_ID11263,C_ID1032,2
JB_ID11266,C_ID1037,5
JB_ID11283,C_ID1016,1
JB_ID11333,C_ID1030,1
JB_ID11345,C_ID1005,2
JB_ID11348,C_ID1020,1
JB_ID11352,C_ID1007,5
JB_ID11356,C_ID1029,2
JB_ID11357,C_ID1010,1
JB_ID11358,C_ID1023,1
JB_ID11382,C_ID1045,3
JB_ID11390,C_ID1011,2
JB_ID11394,C_ID1005,4
JB_ID11411,C_ID1038,2
JB_ID11414,C_ID1025,4
JB_ID11425,C_ID1010,1
JB_ID11433,C_ID1003,2
JB_ID11446,C_ID1035,7
JB_ID11448,C_ID1014,7
JB_ID11480,C_ID1049,4
JB_ID10001,C_ID1002,5
JB_ID10002,C_ID1016,2
JB_ID10019,C_ID1020,2
JB_ID10069,C_ID1035,5
JB_ID10082,C_ID1016,7
JB_ID10101,C_ID1043,2
JB_ID10126,C_ID1007,7
JB_ID10128,C_ID1046,5
JB_ID10159,C_ID1026,6
JB_ID10163,C_ID1050,7
JB_ID10227,C_ID1018,4
JB_ID10228,C_ID1010,1
JB_ID10255,C_ID1016,3
JB_ID10267,C_ID1011,4
JB_ID10289,C_ID1030,5
JB_ID10295,C_ID1030,7
JB_ID10299,C_ID1031,1
JB_ID10311,C_ID1049,7
JB_ID10349,C_ID1018,5
JB_ID10407,C_ID1050,6
JB_ID10453,C_ID1019,6
JB_ID10516,C_ID1029,5
JB_ID10554,C_ID1036,7
JB_ID10590,C_ID1028,4
JB_ID10604,C_ID1021,3
JB_ID10605,C_ID1027,4
JB_ID10609,C_ID1014,4
JB_ID10641,C_ID1003,1
JB_ID10661,C_ID1041,2
JB_ID10709,C_ID1023,3
JB_ID10710,C_ID1024,2
JB_ID10786,C_ID1041,6
JB_ID10787,C_ID1040,6
JB_ID10800,C_ID1025,6
JB_ID10812,C_ID1016,1
JB_ID10832,C_ID1018,4
JB_ID10872,C_ID1050,6
JB_ID10884,C_ID1039,3
JB_ID10910,C_ID1043,3
JB_ID10921,C_ID1006,2
JB_ID10926,C_ID1038,4
JB_ID10939,C_ID1039,6
JB_ID10967,C_ID1041,5
JB_ID10978,C_ID1026,2
JB_ID11002,C_ID1021,5
JB_ID11010,C_ID1002,4
JB_ID11022,C_ID1032,7
JB_ID11028,C_ID1030,5
JB_ID11037,C_ID1017,6
JB_ID11058,C_ID1008,3
JB_ID11087,C_ID1020,6
JB_ID11137,C_ID1041,1
JB_ID11152,C_ID1020,4
JB_ID11187,C_ID1012,4
JB_ID11188,C_ID1038,1
JB_ID11194,C_ID1038,2
JB_ID11245,C_ID1033,2
JB_ID11248,C_ID1047,1
JB_ID11274,C_ID1041,4
JB_ID11335,C_ID1006,1
JB_ID11339,C_ID1045,1
JB_ID11364,C_ID1035,3
JB_ID11366,C_ID1010,1
JB_ID11406,C_ID1024,1
JB_ID11412,C_ID1005,4
JB_ID11435,C_ID1008,4
JB_ID11447,C_ID1015,1
JB_ID11454,C_ID1018,5
JB_ID11473,C_ID1046,4
JB_ID10005,C_ID1039,6
JB_ID10020,C_ID1031,1
JB_ID10022,C_ID1034,6
JB_ID10031,C_ID1016,2
JB_ID10035,C_ID1022,1
JB_ID10042,C_ID1028,1
JB_ID10057,C_ID1033,2
JB_ID10060,C_ID1010,1
JB_ID10063,C_ID1005,1
JB_ID10065,C_ID1042,7
JB_ID10068,C_ID1011,5
JB_ID10077,C_ID1011,4
JB_ID10080,C_ID1048,7
JB_ID10092,C_ID1013,3
JB_ID10115,C_ID1020,4
JB_ID10116,C_ID1046,3
JB_ID10124,C_ID1021,6
JB_ID10125,C_ID1047,5
JB_ID10127,C_ID1027,7
JB_ID10146,C_ID1035,3
JB_ID10156,C_ID1045,7
JB_ID10167,C_ID1039,6
JB_ID10176,C_ID1018,6
JB_ID10184,C_ID1009,7
JB_ID10193,C_ID1032,7
JB_ID10195,C_ID1030,7
JB_ID10203,C_ID1019,3
JB_ID10222,C_ID1030,7
JB_ID10231,C_ID1030,6
JB_ID10232,C_ID1034,6
JB_ID10236,C_ID1043,5
JB_ID10237,C_ID1026,4
JB_ID10245,C_ID1015,1
JB_ID10254,C_ID1023,2
JB_ID10257,C_ID1013,2
JB_ID10262,C_ID1033,2
JB_ID10269,C_ID1048,7
JB_ID10271,C_ID1042,3
JB_ID10291,C_ID1031,1
JB_ID10307,C_ID1050,1
JB_ID10316,C_ID1032,5
JB_ID10326,C_ID1023,4
JB_ID10365,C_ID1005,3
JB_ID10392,C_ID1010,1
JB_ID10397,C_ID1014,7
JB_ID10404,C_ID1010,1
JB_ID10411,C_ID1033,4
JB_ID10423,C_ID1037,2
JB_ID10424,C_ID1035,3
JB_ID10434,C_ID1051,5
JB_ID10442,C_ID1017,2
JB_ID10444,C_ID1028,3
JB_ID10465,C_ID1047,6
JB_ID10471,C_ID1020,2
JB_ID10478,C_ID1027,3
JB_ID10519,C_ID1041,4
JB_ID10532,C_ID1004,3
JB_ID10545,C_ID1049,3
JB_ID10560,C_ID1030,6
JB_ID10565,C_ID1029,6
JB_ID10567,C_ID1012,5
JB_ID10583,C_ID1011,4
JB_ID10585,C_ID1047,1
JB_ID10586,C_ID1003,6
JB_ID10599,C_ID1003,6
JB_ID10620,C_ID1041,6
JB_ID10621,C_ID1041,1
JB_ID10630,C_ID1017,7
JB_ID10665,C_ID1033,4
JB_ID10679,C_ID1011,7
JB_ID10680,C_ID1045,3
JB_ID10681,C_ID1022,7
JB_ID10699,C_ID1040,2
JB_ID10711,C_ID1030,4
JB_ID10714,C_ID1021,6
JB_ID10730,C_ID1017,1
JB_ID10731,C_ID1004,4
JB_ID10737,C_ID1003,6
JB_ID10742,C_ID1023,7
JB_ID10755,C_ID1042,5
JB_ID10757,C_ID1003,7
JB_ID10768,C_ID1012,3
JB_ID10769,C_ID1021,2
JB_ID10777,C_ID1019,1
JB_ID10780,C_ID1020,7
JB_ID10781,C_ID1023,3
JB_ID10794,C_ID1004,1
JB_ID10802,C_ID1018,4
JB_ID10825,C_ID1022,7
JB_ID10828,C_ID1034,5
JB_ID10833,C_ID1050,6
JB_ID10847,C_ID1022,4
JB_ID10857,C_ID1030,6
JB_ID10865,C_ID1023,1
JB_ID10893,C_ID1018,3
JB_ID10904,C_ID1005,2
JB_ID10924,C_ID1013,2
JB_ID10925,C_ID1025,2
JB_ID10945,C_ID1029,7
JB_ID10950,C_ID1018,3
JB_ID10951,C_ID1049,4
JB_ID10955,C_ID1038,4
JB_ID10965,C_ID1024,1
JB_ID10975,C_ID1009,2
JB_ID10988,C_ID1033,1
JB_ID10994,C_ID1035,6
JB_ID11030,C_ID1007,1
JB_ID11034,C_ID1022,7
JB_ID11041,C_ID1028,1
JB_ID11048,C_ID1008,6
JB_ID11049,C_ID1042,1
JB_ID11062,C_ID1033,3
JB_ID11076,C_ID1039,2
JB_ID11085,C_ID1007,1
JB_ID11086,C_ID1024,6
JB_ID11091,C_ID1042,4
JB_ID11093,C_ID1021,1
JB_ID11097,C_ID1031,1
JB_ID11117,C_ID1040,5
JB_ID11132,C_ID1012,4
JB_ID11143,C_ID1043,7
JB_ID11144,C_ID1012,4
JB_ID11147,C_ID1013,1
JB_ID11151,C_ID1025,7
JB_ID11157,C_ID1029,1
JB_ID11161,C_ID1014,6
JB_ID11165,C_ID1036,7
JB_ID11168,C_ID1023,7
JB_ID11169,C_ID1026,7
JB_ID11183,C_ID1042,5
JB_ID11193,C_ID1043,7
JB_ID11195,C_ID1026,3
JB_ID11200,C_ID1044,2
JB_ID11218,C_ID1007,3
JB_ID11229,C_ID1031,1
JB_ID11238,C_ID1021,5
JB_ID11241,C_ID1019,6
JB_ID11253,C_ID1011,6
JB_ID11255,C_ID1047,7
JB_ID11260,C_ID1005,4
JB_ID11270,C_ID1041,5
JB_ID11272,C_ID1041,1
JB_ID11275,C_ID1026,2
JB_ID11279,C_ID1034,5
JB_ID11297,C_ID1033,2
JB_ID11299,C_ID1008,5
JB_ID11304,C_ID1007,6
JB_ID11306,C_ID1037,5
JB_ID11310,C_ID1035,7
JB_ID11314,C_ID1025,4
JB_ID11332,C_ID1024,7
JB_ID11343,C_ID1008,5
JB_ID11359,C_ID1004,4
JB_ID11362,C_ID1022,1
JB_ID11368,C_ID1037,6
JB_ID11375,C_ID1006,4
JB_ID11383,C_ID1008,1
JB_ID11420,C_ID1014,4
JB_ID11426,C_ID1039,5
JB_ID11443,C_ID1016,6
JB_ID11456,C_ID1040,7
JB_ID11462,C_ID1027,4
JB_ID11463,C_ID1009,6
JB_ID11468,C_ID1031,1
JB_ID11485,C_ID1004,3
JB_ID11490,C_ID1017,2
JB_ID11494,C_ID1019,2
JB_ID11498,C_ID1041,7
JB_ID10015,C_ID1030,2
JB_ID10045,C_ID1013,3
JB_ID10089,C_ID1015,1
JB_ID10091,C_ID1024,2
JB_ID10130,C_ID1012,6
JB_ID10217,C_ID1025,7
JB_ID10273,C_ID1035,3
JB_ID10283,C_ID1027,6
JB_ID10290,C_ID1028,1
JB_ID10309,C_ID1028,7
JB_ID10329,C_ID1004,4
JB_ID10345,C_ID1014,6
JB_ID10362,C_ID1045,4
JB_ID10370,C_ID1047,5
JB_ID10374,C_ID1041,3
JB_ID10393,C_ID1043,2
JB_ID10400,C_ID1049,7
JB_ID10402,C_ID1023,7
JB_ID10405,C_ID1028,1
JB_ID10409,C_ID1040,5
JB_ID10437,C_ID1012,4
JB_ID10449,C_ID1008,4
JB_ID10456,C_ID1015,1
JB_ID10500,C_ID1013,4
JB_ID10503,C_ID1042,2
JB_ID10525,C_ID1018,6
JB_ID10528,C_ID1027,1
JB_ID10529,C_ID1049,3
JB_ID10533,C_ID1023,6
JB_ID10534,C_ID1019,2
JB_ID10548,C_ID1037,6
JB_ID10582,C_ID1036,4
JB_ID10622,C_ID1012,5
JB_ID10647,C_ID1009,6
JB_ID10668,C_ID1047,2
JB_ID10673,C_ID1050,6
JB_ID10702,C_ID1018,3
JB_ID10717,C_ID1015,1
JB_ID10720,C_ID1027,5
JB_ID10782,C_ID1022,7
JB_ID10784,C_ID1013,7
JB_ID10807,C_ID1051,2
JB_ID10808,C_ID1003,6
JB_ID10838,C_ID1050,3
JB_ID10848,C_ID1017,7
JB_ID10905,C_ID1047,6
JB_ID10906,C_ID1023,2
JB_ID10912,C_ID1020,1
JB_ID10917,C_ID1014,1
JB_ID10918,C_ID1037,6
JB_ID10927,C_ID1007,5
JB_ID10942,C_ID1006,4
JB_ID10954,C_ID1041,5
JB_ID10959,C_ID1021,1
JB_ID10993,C_ID1004,3
JB_ID11009,C_ID1002,4
JB_ID11014,C_ID1023,3
JB_ID11055,C_ID1014,7
JB_ID11090,C_ID1013,4
JB_ID11114,C_ID1033,5
JB_ID11139,C_ID1043,7
JB_ID11186,C_ID1016,6
JB_ID11226,C_ID1042,1
JB_ID11235,C_ID1035,5
JB_ID11265,C_ID1008,4
JB_ID11287,C_ID1050,6
JB_ID11312,C_ID1017,5
JB_ID11337,C_ID1032,5
JB_ID11367,C_ID1013,2
JB_ID11380,C_ID1034,3
JB_ID11391,C_ID1007,6
JB_ID11397,C_ID1004,3
JB_ID11399,C_ID1026,4
JB_ID11432,C_ID1029,2
JB_ID11444,C_ID1019,1
JB_ID11469,C_ID1045,4
JB_ID11484,C_ID1039,2
JB_ID11495,C_ID1019,7
JB_ID10016,C_ID1051,3
JB_ID10028,C_ID1048,5
JB_ID10051,C_ID1026,7
JB_ID10052,C_ID1045,6
JB_ID10054,C_ID1022,6
JB_ID10059,C_ID1015,1
JB_ID10064,C_ID1027,2
JB_ID10070,C_ID1026,6
JB_ID10071,C_ID1048,7
JB_ID10081,C_ID1051,2
JB_ID10095,C_ID1028,1
JB_ID10106,C_ID1013,4
JB_ID10113,C_ID1037,6
JB_ID10122,C_ID1016,6
JB_ID10136,C_ID1012,1
JB_ID10138,C_ID1047,1
JB_ID10139,C_ID1019,1
JB_ID10165,C_ID1024,6
JB_ID10170,C_ID1051,5
JB_ID10171,C_ID1038,5
JB_ID10183,C_ID1041,2
JB_ID10187,C_ID1018,6
JB_ID10218,C_ID1043,3
JB_ID10225,C_ID1044,1
JB_ID10239,C_ID1024,5
JB_ID10244,C_ID1032,7
JB_ID10246,C_ID1011,3
JB_ID10247,C_ID1034,2
JB_ID10265,C_ID1008,5
JB_ID10276,C_ID1026,4
JB_ID10294,C_ID1049,6
JB_ID10313,C_ID1037,1
JB_ID10317,C_ID1031,1
JB_ID10325,C_ID1043,3
JB_ID10327,C_ID1015,1
JB_ID10337,C_ID1036,5
JB_ID10339,C_ID1047,1
JB_ID10360,C_ID1014,7
JB_ID10373,C_ID1040,1
JB_ID10377,C_ID1009,2
JB_ID10380,C_ID1050,4
JB_ID10390,C_ID1029,5
JB_ID10395,C_ID1031,1
JB_ID10410,C_ID1038,6
JB_ID10412,C_ID1017,5
JB_ID10420,C_ID1014,7
JB_ID10431,C_ID1014,7
JB_ID10441,C_ID1049,6
JB_ID10445,C_ID1013,5
JB_ID10466,C_ID1024,4
JB_ID10475,C_ID1021,5
JB_ID10481,C_ID1046,2
JB_ID10491,C_ID1016,2
JB_ID10497,C_ID1033,6
JB_ID10498,C_ID1008,3
JB_ID10509,C_ID1003,7
JB_ID10514,C_ID1022,4
JB_ID10517,C_ID1042,1
JB_ID10522,C_ID1015,1
JB_ID10527,C_ID1019,2
JB_ID10530,C_ID1051,2
JB_ID10537,C_ID1027,1
JB_ID10544,C_ID1029,3
JB_ID10549,C_ID1043,7
JB_ID10577,C_ID1032,5
JB_ID10591,C_ID1023,6
JB_ID10600,C_ID1025,1
JB_ID10613,C_ID1021,2
JB_ID10631,C_ID1051,7
JB_ID10638,C_ID1038,7
JB_ID10640,C_ID1038,2
JB_ID10646,C_ID1042,3
JB_ID10659,C_ID1031,1
JB_ID10664,C_ID1008,2
JB_ID10674,C_ID1017,6
JB_ID10693,C_ID1009,7
JB_ID10705,C_ID1005,3
JB_ID10706,C_ID1027,7
JB_ID10708,C_ID1013,2
JB_ID10713,C_ID1037,3
JB_ID10722,C_ID1032,5
JB_ID10727,C_ID1044,6
JB_ID10728,C_ID1025,5
JB_ID10740,C_ID1029,2
JB_ID10753,C_ID1021,4
JB_ID10754,C_ID1032,7
JB_ID10756,C_ID1048,7
JB_ID10759,C_ID1015,1
JB_ID10767,C_ID1032,5
JB_ID10772,C_ID1049,2
JB_ID10806,C_ID1029,6
JB_ID10810,C_ID1041,6
JB_ID10819,C_ID1009,3
JB_ID10830,C_ID1010,1
JB_ID10831,C_ID1035,3
JB_ID10849,C_ID1021,1
JB_ID10856,C_ID1024,5
JB_ID10869,C_ID1005,3
JB_ID10886,C_ID1024,5
JB_ID10887,C_ID1043,4
JB_ID10896,C_ID1011,1
JB_ID10900,C_ID1013,7
JB_ID10908,C_ID1048,7
JB_ID10913,C_ID1040,7
JB_ID10930,C_ID1038,4
JB_ID10932,C_ID1003,5
JB_ID10938,C_ID1025,6
JB_ID10946,C_ID1027,4
JB_ID10953,C_ID1030,1
JB_ID10960,C_ID1036,6
JB_ID10966,C_ID1039,4
JB_ID10969,C_ID1040,1
JB_ID10974,C_ID1016,7
JB_ID10979,C_ID1051,7
JB_ID10987,C_ID1048,1
JB_ID10991,C_ID1012,2
JB_ID10992,C_ID1007,2
JB_ID10998,C_ID1005,2
JB_ID11003,C_ID1008,7
JB_ID11019,C_ID1033,7
JB_ID11025,C_ID1007,7
JB_ID11040,C_ID1049,6
JB_ID11043,C_ID1046,3
JB_ID11051,C_ID1015,1
JB_ID11067,C_ID1015,1
JB_ID11072,C_ID1022,7
JB_ID11083,C_ID1006,5
JB_ID11094,C_ID1048,2
JB_ID11107,C_ID1046,4
JB_ID11112,C_ID1021,6
JB_ID11131,C_ID1026,1
JB_ID11133,C_ID1025,3
JB_ID11136,C_ID1035,1
JB_ID11145,C_ID1013,1
JB_ID11153,C_ID1011,3
JB_ID11159,C_ID1005,2
JB_ID11162,C_ID1004,4
JB_ID11185,C_ID1024,3
JB_ID11212,C_ID1008,3
JB_ID11225,C_ID1005,1
JB_ID11232,C_ID1038,3
JB_ID11252,C_ID1030,1
JB_ID11257,C_ID1018,7
JB_ID11261,C_ID1031,1
JB_ID11267,C_ID1023,7
JB_ID11273,C_ID1019,4
JB_ID11278,C_ID1025,3
JB_ID11288,C_ID1021,4
JB_ID11291,C_ID1034,3
JB_ID11296,C_ID1042,4
JB_ID11301,C_ID1025,5
JB_ID11327,C_ID1040,4
JB_ID11340,C_ID1022,3
JB_ID11341,C_ID1027,4
JB_ID11344,C_ID1007,6
JB_ID11360,C_ID1002,6
JB_ID11361,C_ID1004,1
JB_ID11363,C_ID1049,2
JB_ID11370,C_ID1023,4
JB_ID11381,C_ID1002,5
JB_ID11408,C_ID1038,7
JB_ID11409,C_ID1033,6
JB_ID11410,C_ID1028,1
JB_ID11413,C_ID1044,4
JB_ID11427,C_ID1028,4
JB_ID11431,C_ID1006,3
JB_ID11434,C_ID1038,7
JB_ID11438,C_ID1015,1
JB_ID11442,C_ID1034,3
JB_ID11451,C_ID1030,3
JB_ID11458,C_ID1039,5
JB_ID11464,C_ID1044,4
JB_ID11487,C_ID1039,2
JB_ID11496,C_ID1003,7
JB_ID11500,C_ID1044,6
JB_ID10030,C_ID1033,7
JB_ID10075,C_ID1016,2
JB_ID10177,C_ID1043,3
JB_ID10179,C_ID1033,2
JB_ID10192,C_ID1009,6
JB_ID10210,C_ID1040,7
JB_ID10214,C_ID1035,5
JB_ID10223,C_ID1050,6
JB_ID10229,C_ID1038,2
JB_ID10241,C_ID1048,4
JB_ID10416,C_ID1004,2
JB_ID10421,C_ID1032,2
JB_ID10487,C_ID1030,6
JB_ID10568,C_ID1038,6
JB_ID10636,C_ID1043,2
JB_ID10654,C_ID1038,4
JB_ID10678,C_ID1027,7
JB_ID10697,C_ID1046,6
JB_ID10715,C_ID1034,6
JB_ID10744,C_ID1008,7
JB_ID10765,C_ID1029,3
JB_ID10815,C_ID1030,6
JB_ID10818,C_ID1014,4
JB_ID10837,C_ID1032,1
JB_ID10874,C_ID1011,1
JB_ID10933,C_ID1017,6
JB_ID10957,C_ID1010,1
JB_ID10990,C_ID1051,1
JB_ID11021,C_ID1037,6
JB_ID11035,C_ID1051,2
JB_ID11050,C_ID1006,1
JB_ID11081,C_ID1021,3
JB_ID11105,C_ID1010,1
JB_ID11125,C_ID1010,1
JB_ID11236,C_ID1017,4
JB_ID11276,C_ID1014,6
JB_ID11295,C_ID1029,2
JB_ID11316,C_ID1037,4
JB_ID11351,C_ID1028,5
JB_ID11373,C_ID1002,7
JB_ID11378,C_ID1024,5
JB_ID11387,C_ID1008,4
JB_ID11389,C_ID1019,5
JB_ID11453,C_ID1014,1
JB_ID10004,C_ID1028,7
JB_ID10006,C_ID1020,3
JB_ID10007,C_ID1006,2
JB_ID10017,C_ID1038,1
JB_ID10021,C_ID1048,5
JB_ID10026,C_ID1008,6
JB_ID10036,C_ID1019,2
JB_ID10037,C_ID1044,7
JB_ID10047,C_ID1044,7
JB_ID10067,C_ID1017,4
JB_ID10076,C_ID1045,4
JB_ID10084,C_ID1002,2
JB_ID10086,C_ID1016,7
JB_ID10088,C_ID1015,1
JB_ID10090,C_ID1015,1
JB_ID10102,C_ID1051,6
JB_ID10118,C_ID1041,7
JB_ID10120,C_ID1013,7
JB_ID10121,C_ID1032,4
JB_ID10132,C_ID1027,4
JB_ID10133,C_ID1049,4
JB_ID10140,C_ID1015,1
JB_ID10143,C_ID1040,5
JB_ID10148,C_ID1029,1
JB_ID10150,C_ID1031,1
JB_ID10158,C_ID1024,6
JB_ID10196,C_ID1015,1
JB_ID10200,C_ID1032,5
JB_ID10206,C_ID1007,1
JB_ID10211,C_ID1029,3
JB_ID10224,C_ID1012,4
JB_ID10248,C_ID1008,2
JB_ID10253,C_ID1012,5
JB_ID10260,C_ID1022,7
JB_ID10264,C_ID1024,4
JB_ID10274,C_ID1009,2
JB_ID10278,C_ID1045,6
JB_ID10280,C_ID1005,3
JB_ID10282,C_ID1006,2
JB_ID10285,C_ID1034,3
JB_ID10297,C_ID1050,3
JB_ID10305,C_ID1009,1
JB_ID10306,C_ID1008,4
JB_ID10324,C_ID1039,3
JB_ID10331,C_ID1003,4
JB_ID10351,C_ID1020,2
JB_ID10357,C_ID1041,4
JB_ID10361,C_ID1026,5
JB_ID10368,C_ID1038,7
JB_ID10371,C_ID1044,6
JB_ID10387,C_ID1042,2
JB_ID10394,C_ID1050,3
JB_ID10398,C_ID1003,7
JB_ID10401,C_ID1037,1
JB_ID10417,C_ID1010,1
JB_ID10422,C_ID1007,5
JB_ID10429,C_ID1051,6
JB_ID10448,C_ID1012,6
JB_ID10467,C_ID1009,1
JB_ID10468,C_ID1047,2
JB_ID10470,C_ID1050,3
JB_ID10479,C_ID1038,4
JB_ID10486,C_ID1034,2
JB_ID10492,C_ID1007,6
JB_ID10504,C_ID1027,7
JB_ID10507,C_ID1051,4
JB_ID10510,C_ID1017,3
JB_ID10520,C_ID1049,4
JB_ID10531,C_ID1018,7
